,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure,TWF,HDF,PWF,OSF,RNF,Failure_type
5020,Low,304.1,313.1,1556,36.3,86,0,0,0,0,0,0,NF
5021,Low,304.0,313.0,1350,61.1,88,0,0,0,0,0,0,NF
5022,Low,304.0,313.1,1404,47.1,90,0,0,0,0,0,0,NF
5023,Medium,304.0,313.0,1575,34.5,92,0,0,0,0,0,0,NF
5024,Low,303.9,313.1,1639,29.0,95,0,0,0,0,0,0,NF
5025,Medium,303.9,313.1,1473,42.8,97,0,0,0,0,0,0,NF
5026,Low,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,NF
5027,Low,304.0,313.3,1294,54.6,102,0,0,0,0,0,0,NF
5028,Medium,303.9,313.2,1630,29.3,104,0,0,0,0,0,0,NF
5029,Medium,303.9,313.2,1624,39.8,107,0,0,0,0,0,0,NF
5030,Medium,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,NF
5031,Medium,303.8,313.0,1514,45.0,113,0,0,0,0,0,0,NF
5032,Medium,304.0,313.1,1694,31.4,116,0,0,0,0,0,0,NF
5033,Low,304.0,313.1,1564,50.9,119,0,0,0,0,0,0,NF
5034,Medium,303.9,313.1,1514,41.1,121,0,0,0,0,0,0,NF
5035,Medium,304.0,313.2,1500,40.6,124,0,0,0,0,0,0,NF
5036,Low,304.0,313.2,1615,37.8,127,0,0,0,0,0,0,NF
5037,Medium,304.1,313.2,1586,41.1,129,0,0,0,0,0,0,NF
5038,Low,304.1,313.3,1732,28.5,132,0,0,0,0,0,0,NF
5039,High,304.1,313.3,1689,32.5,134,0,0,0,0,0,0,NF
5040,High,304.1,313.2,1586,34.6,139,0,0,0,0,0,0,NF
5041,Low,304.0,313.2,1314,47.1,144,0,0,0,0,0,0,NF
5042,Low,304.1,313.2,1569,35.8,146,0,0,0,0,0,0,NF
5043,Low,304.1,313.2,1468,39.4,148,0,0,0,0,0,0,NF
5044,Low,304.1,313.2,1412,47.5,150,0,0,0,0,0,0,NF
5045,Medium,304.1,313.2,1510,46.9,152,0,0,0,0,0,0,NF
5046,Medium,304.1,313.2,1410,42.4,155,0,0,0,0,0,0,NF
5047,Medium,304.1,313.3,1680,29.3,158,0,0,0,0,0,0,NF
5048,High,304.0,313.2,1271,68.6,161,1,0,0,1,0,0,PWF
5049,High,304.0,313.1,1472,45.5,166,0,0,0,0,0,0,NF
5050,High,304.0,313.0,1701,30.4,171,0,0,0,0,0,0,NF
5051,Low,303.9,313.0,1480,39.9,176,0,0,0,0,0,0,NF
5052,Low,303.9,313.0,1433,48.4,178,0,0,0,0,0,0,NF
5053,Low,303.8,312.9,1514,34.3,180,0,0,0,0,0,0,NF
5054,Low,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,NF
5055,High,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,NF
5056,Medium,303.9,312.9,1430,53.5,189,0,0,0,0,0,0,NF
5057,Low,303.8,312.9,1367,49.9,192,0,0,0,0,0,0,NF
5058,Low,303.9,312.9,1526,42.5,194,0,0,0,0,0,0,NF
5059,Low,303.9,312.8,1419,47.9,196,0,0,0,0,0,0,NF
5060,Low,304.0,312.8,1542,42.7,198,0,0,0,0,0,0,NF
5061,Low,304.0,312.9,1363,62.5,200,1,0,0,0,1,0,OSF
5062,Low,304.0,312.9,1313,53.9,202,0,0,0,0,0,0,NF
5063,High,304.0,312.9,1495,46.6,0,0,0,0,0,0,0,NF
5064,Low,304.0,313.0,1407,42.1,5,0,0,0,0,0,0,NF
5065,Low,304.1,313.0,1566,37.2,7,0,0,0,0,0,0,NF
5066,Low,304.1,313.1,1550,30.9,9,0,0,0,0,0,0,NF
5067,Medium,304.2,313.2,1396,50.5,11,0,0,0,0,0,0,NF
5068,Medium,304.3,313.3,1540,39.0,14,0,0,0,0,0,0,NF
5069,Medium,304.2,313.2,1380,48.7,17,0,0,0,0,0,0,NF
5070,Medium,304.2,313.1,1608,31.1,20,0,0,0,0,0,0,NF
5071,High,304.2,313.0,1442,40.9,23,0,0,0,0,0,0,NF
5072,Low,304.1,313.0,1408,45.3,28,0,0,0,0,0,0,NF
5073,Medium,304.0,313.0,1454,46.8,30,0,0,0,0,0,0,NF
5074,Low,304.1,313.1,1666,34.6,33,0,0,0,0,0,0,NF
5075,Low,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,NF
5076,Low,304.2,313.2,1464,44.9,37,0,0,0,0,0,0,NF
5077,Low,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,NF
5078,Medium,304.3,313.4,1482,43.8,41,0,0,0,0,0,0,NF
5079,Medium,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,NF
5080,Low,304.2,313.3,1410,51.6,47,0,0,0,0,0,0,NF
5081,Medium,304.1,313.3,1494,39.0,49,0,0,0,0,0,0,NF
5082,High,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,NF
5083,Low,304.1,313.1,1327,54.1,57,0,0,0,0,0,0,NF
5084,Low,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,NF
5085,Medium,304.0,313.0,1377,56.0,61,0,0,0,0,0,0,NF
5086,Low,304.0,313.0,1541,45.9,64,0,0,0,0,0,0,NF
5087,Medium,304.0,313.0,1685,28.2,66,0,0,0,0,0,0,NF
5088,Low,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,NF
5089,Medium,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,NF
5090,Medium,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,NF
5091,Low,303.9,313.2,1345,48.2,77,0,0,0,0,0,0,NF
5092,Medium,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,NF
5093,Medium,304.0,313.3,1415,52.8,82,0,0,0,0,0,0,NF
5094,Medium,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,NF
5095,Medium,304.1,313.5,1428,39.9,88,0,0,0,0,0,0,NF
5096,High,304.2,313.5,1627,32.2,91,0,0,0,0,0,0,NF
5097,Low,304.2,313.4,1457,49.4,96,0,0,0,0,0,0,NF
5098,Low,304.2,313.4,1475,40.2,98,0,0,0,0,0,0,NF
5099,Low,304.2,313.5,1438,50.1,100,0,0,0,0,0,0,NF
5100,Medium,304.2,313.5,1437,47.2,102,0,0,0,0,0,0,NF
5101,Medium,304.1,313.4,1518,42.4,105,0,0,0,0,0,0,NF
5102,Medium,304.1,313.5,1587,33.6,108,0,0,0,0,0,0,NF
5103,Low,304.1,313.4,1399,43.7,111,0,0,0,0,0,0,NF
5104,Low,304.1,313.5,1469,44.6,113,0,0,0,0,0,0,NF
5105,Low,304.1,313.4,1374,56.6,115,0,0,0,0,0,0,NF
5106,Low,304.0,313.3,1519,36.7,117,0,0,0,0,0,0,NF
5107,Low,303.9,313.2,1540,44.4,119,0,0,0,0,0,0,NF
5108,Low,303.9,313.3,1394,51.6,121,0,0,0,0,0,0,NF
5109,Medium,304.0,313.4,1389,45.8,123,0,0,0,0,0,0,NF
5110,Medium,304.0,313.5,1732,26.2,126,0,0,0,0,0,0,NF
5111,Low,304.1,313.6,1556,37.4,129,0,0,0,0,0,0,NF
5112,Medium,304.1,313.6,1441,43.7,131,0,0,0,0,0,0,NF
5113,Low,304.1,313.6,1382,46.7,134,0,0,0,0,0,0,NF
5114,Medium,304.2,313.8,1481,44.9,136,0,0,0,0,0,0,NF
5115,Medium,304.2,313.7,2113,18.4,139,0,0,0,0,0,0,NF
5116,Low,304.2,313.8,1401,53.9,142,0,0,0,0,0,0,NF
5117,Low,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,NF
5118,Medium,304.2,313.6,1512,33.4,146,0,0,0,0,0,0,NF
5119,Low,304.2,313.6,1411,46.0,149,0,0,0,0,0,0,NF
5120,Medium,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,NF
5121,Low,304.2,313.6,1469,40.0,154,0,0,0,0,0,0,NF
5122,High,304.2,313.5,1684,29.8,156,0,0,0,0,0,0,NF
5123,Medium,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,NF
5124,Medium,304.2,313.5,1557,37.3,164,0,0,0,0,0,0,NF
5125,Medium,304.3,313.5,1416,48.1,167,0,0,0,0,0,0,NF
5126,Low,304.3,313.5,1802,25.4,170,0,0,0,0,0,0,NF
5127,Medium,304.3,313.5,2245,15.1,172,0,0,0,0,0,0,NF
5128,Low,304.2,313.4,1434,42.5,175,0,0,0,0,0,0,NF
5129,Medium,304.1,313.3,1725,28.3,177,0,0,0,0,0,0,NF
5130,Low,304.2,313.3,1668,35.7,180,0,0,0,0,0,0,NF
5131,Low,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,NF
5132,Low,304.1,313.3,1415,50.0,184,0,0,0,0,0,0,NF
5133,Low,304.1,313.2,1824,25.8,186,0,0,0,0,0,0,NF
5134,Low,304.1,313.3,1438,45.5,188,0,0,0,0,0,0,NF
5135,Low,304.1,313.3,1883,24.5,190,0,0,0,0,0,0,NF
5136,Low,304.2,313.4,1735,28.9,192,0,0,0,0,0,0,NF
5137,Low,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,NF
5138,Medium,304.3,313.6,1489,40.3,196,0,0,0,0,0,0,NF
5139,Medium,304.4,313.6,1510,38.9,199,0,0,0,0,0,0,NF
5140,Medium,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,NF
5141,Low,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,TWF
5142,Low,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,NF
5143,Medium,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,NF
5144,Low,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,NF
5145,Low,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,NF
5146,Low,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,NF
5147,Low,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,NF
5148,Low,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,NF
5149,Low,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,NF
5150,Low,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,NF
5151,Low,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,NF
5152,Low,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,NF
5153,Low,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,NF
5154,Low,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,NF
5155,High,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,NF
5156,Low,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,NF
5157,High,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,NF
5158,Low,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,NF
5159,Low,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,NF
5160,Low,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,NF
5161,Medium,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,NF
5162,Low,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,NF
5163,Medium,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,NF
5164,Medium,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,NF
5165,Low,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,NF
5166,High,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,NF
5167,Low,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,NF
5168,High,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,NF
5169,Low,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,NF
5170,Medium,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,NF
5171,Medium,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,NF
5172,Low,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,NF
5173,Medium,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,NF
5174,Medium,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,NF
5175,Low,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,NF
5176,Medium,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,NF
5177,High,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,NF
5178,High,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,NF
5179,Medium,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,NF
5180,Low,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,NF
5181,Low,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,NF
5182,Low,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,NF
5183,Medium,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,NF
5184,Low,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,NF
5185,Low,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,NF
5186,Low,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,NF
5187,Low,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,NF
5188,Low,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,NF
5189,Medium,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,NF
5190,Low,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,NF
5191,Low,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,NF
5192,Low,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,NF
5193,High,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,NF
5194,Medium,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,NF
5195,Low,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,NF
5196,High,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,NF
5197,High,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,NF
5198,Low,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,NF
5199,Low,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,NF
5200,Low,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,NF
5201,Medium,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,NF
5202,Low,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,NF
5203,Medium,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,NF
5204,Low,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,NF
5205,Low,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,NF
5206,High,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,NF
5207,Medium,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,NF
5208,Low,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,NF
5209,Medium,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,NF
5210,Low,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,NF
5211,Low,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,NF
5212,Low,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,NF
5213,Medium,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,NF
5214,Low,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,NF
5215,Medium,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,NF
5216,Medium,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,NF
5217,Medium,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,NF
5218,Low,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,NF
5219,Low,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,OSF
5220,Low,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,NF
5221,Low,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,NF
5222,Low,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,NF
5223,Medium,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,NF
5224,Low,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,NF
5225,Medium,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,NF
5226,Low,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,NF
5227,Low,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,NF
5228,Medium,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,NF
5229,High,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,NF
5230,Medium,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,NF
5231,Low,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,NF
5232,Low,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,NF
5233,Low,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,NF
5234,Low,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,NF
5235,Medium,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,NF
5236,Low,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,NF
5237,Low,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,NF
5238,Low,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,NF
5239,Low,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,NF
5240,Low,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,NF
5241,Low,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,NF
5242,Low,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,NF
5243,Low,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,NF
5244,Low,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,NF
5245,Low,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,NF
5246,Low,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,NF
5247,Low,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,NF
5248,Medium,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,NF
5249,Medium,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,NF
5250,Low,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,NF
5251,Medium,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,NF
5252,Low,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,NF
5253,Low,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,NF
5254,Low,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,NF
5255,Medium,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,NF
5256,Low,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,NF
5257,Low,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,NF
5258,Medium,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,NF
5259,Low,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,NF
5260,Medium,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,NF
5261,Low,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,NF
5262,Low,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,NF
5263,Low,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,NF
5264,Low,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,NF
5265,Medium,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,NF
5266,Medium,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,NF
5267,Medium,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,NF
5268,Low,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,NF
5269,Low,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,NF
5270,Low,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,NF
5271,Low,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,NF
5272,Medium,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,NF
5273,Low,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,NF
5274,Low,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,NF
5275,Low,303.7,313.1,1423,41.2,124,0,0,0,0,0,0,NF
5276,Low,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,NF
5277,Low,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,NF
5278,Medium,303.5,312.9,1618,30.4,130,0,0,0,0,0,0,NF
5279,Low,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,NF
5280,Low,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,NF
5281,Medium,303.7,313.0,1469,39.9,137,0,0,0,0,0,0,NF
5282,High,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,NF
5283,Low,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,NF
5284,Medium,303.8,313.2,1732,29.6,147,0,0,0,0,0,0,NF
5285,Low,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,NF
5286,Low,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,NF
5287,High,303.8,313.2,1506,46.9,154,0,0,0,0,0,0,NF
5288,Low,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,NF
5289,Medium,303.9,313.3,1507,34.3,161,0,0,0,0,0,0,NF
5290,Low,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,NF
5291,Low,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,NF
5292,Medium,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,NF
5293,Medium,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,NF
5294,Low,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,NF
5295,Low,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,NF
5296,High,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,NF
5297,Low,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,NF
5298,Medium,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,NF
5299,Low,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,NF
5300,Medium,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,NF
5301,Low,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,NF
5302,Low,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,NF
5303,Low,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,NF
5304,Low,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,NF
5305,High,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,NF
5306,High,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,NF
5307,Low,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,NF
5308,Low,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,NF
5309,Medium,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,TWF
5310,Low,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,NF
5311,High,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,NF
5312,Low,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,NF
5313,Medium,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,NF
5314,Low,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,NF
5315,Low,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,NF
5316,Medium,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,NF
5317,Low,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,NF
5318,Low,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,NF
5319,Medium,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,NF
5320,Low,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,NF
5321,Medium,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,NF
5322,Medium,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,NF
5323,Medium,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,NF
5324,Medium,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,NF
5325,Low,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,NF
5326,Medium,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,NF
5327,Medium,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,NF
5328,Medium,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,NF
5329,Low,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,NF
5330,Low,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,NF
5331,Low,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,NF
5332,High,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,NF
5333,Medium,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,NF
5334,Medium,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,PWF
5335,Medium,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,NF
5336,Low,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,NF
5337,Medium,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,NF
5338,Medium,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,NF
5339,Medium,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,NF
5340,Low,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,NF
5341,High,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,NF
5342,Medium,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,NF
5343,Low,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,NF
5344,Low,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,NF
5345,Low,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,NF
5346,Low,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,NF
5347,Low,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,NF
5348,Low,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,NF
5349,Medium,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,NF
5350,Medium,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,NF
5351,Medium,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,NF
5352,Medium,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,NF
5353,Low,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,NF
5354,Low,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,NF
5355,High,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,NF
5356,High,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,NF
5357,Low,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,NF
5358,High,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,NF
5359,Medium,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,NF
5360,Low,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,NF
5361,Low,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,NF
5362,Low,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,NF
5363,Low,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,NF
5364,Low,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,NF
5365,Low,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,NF
5366,High,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,NF
5367,Medium,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,NF
5368,Medium,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,NF
5369,High,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,NF
5370,High,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,NF
5371,Low,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,NF
5372,High,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,NF
5373,Medium,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,NF
5374,Low,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,NF
5375,Low,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,NF
5376,High,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,NF
5377,Low,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,NF
5378,Low,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,NF
5379,Low,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,NF
5380,Low,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,NF
5381,Low,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,NF
5382,Low,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,NF
5383,Low,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,NF
